date,A1_actual,A2_actual,B1_actual,B2_actual,cohort_A_actual,cohort_B_actual,aggregate_actual,A2_pred,B1_pred,B2_pred,A1_pred,cohort_A_pred,cohort_B_pred,aggregate_pred,label
12/20/23,1050177.21,58197.83,590980.2,42194.18,1108375.04,633174.38,1741549.42,83347.94263,800439.851,58368.14445,1356519.361,1420680.064,811424.0177,2246073.661,train
12/21/23,891148.81,48785.07,458634.15,27467.87,939933.88,486102.02,1426035.9,79749.19476,765445.9771,56301.898,1283345.485,1345736.483,776678.4681,2134524.844,train
12/22/23,628571.79,53877.45,246691.95,26711.33,682449.24,273403.28,955852.52,45719.42205,323784.5494,28470.4373,655109.6432,694254.1574,334563.6936,1031474.315,train
12/23/23,568077.7,58953.19,229152.45,37540.37,627030.89,266692.82,893723.71,46121.632,288580.7032,30834.14235,580022.5638,622243.5889,305912.0293,928066.9795,train
12/24/23,502036.9,62258.95,221602.6,43515.89,564295.85,265118.49,829414.34,44304.30576,289038.1916,34681.90308,520568.4937,563705.9875,312589.8126,877118.553,train
12/25/23,2019250.91,234481.16,636855.9,101191.9,2253732.07,738047.8,2991779.87,76900.75546,431359.4496,50709.45556,876773.6491,959322.1192,480987.8377,1445268.807,train
12/26/23,1657311.21,200944.97,636853,118315.61,1858256.18,755168.61,2613424.79,87806.2275,756830.2437,60894.08805,1336358.621,1411536.493,782798.4063,2213681.84,train
12/27/23,1336811.76,153227.89,524227.4,84216.91,1490039.65,608444.31,2098483.96,85860.71956,764929.8413,60782.13615,1363162.867,1432661.249,787023.7699,2239859.238,train
12/28/23,1311527.25,135171.78,514804.95,86574.26,1446699.03,601379.21,2048078.24,82172.4322,728438.4515,58581.61282,1285918.266,1353642.652,750576.7978,2122330.031,train
12/29/23,1369938.15,145266.61,519874.1,93365.05,1515204.76,613239.15,2128443.91,80253.32039,692409.8637,56312.64939,1216361.212,1285838.838,714181.1615,2017946.031,train
12/30/23,1429264.63,180653.45,535919.3,99396.23,1609918.08,635315.53,2245233.61,77663.84536,706987.1613,59218.27264,1183724.617,1250145.399,733817.8755,1995050.341,train
12/31/23,530363.05,38297.6,221056.4,28825.58,568660.65,249881.98,818542.63,75349.78609,418216.972,53958.82151,906266.0971,984628.9582,473681.6874,1467782.384,train
1/1/24,497590.7,43543.31,237901.8,30449.92,541134.01,268351.72,809485.73,79291.66626,404548.6736,52583.10728,868834.5315,955559.6198,458851.2371,1421184.637,train
1/2/24,830142.3,67112.05,301241.15,39554.94,897254.35,340796.09,1238050.44,98714.53951,394334.4522,52335.4579,1221245.727,1319236.235,448352.6081,1778495.817,train
1/3/24,937577.75,84564.3,337614.05,51501.98,1022142.05,389116.03,1411258.08,79507.17044,381178.0563,51175.40481,916830.4638,1000729.153,434256.9006,1443669.911,train
1/4/24,884456.8,83180.76,310306.52,47767.64,967637.56,358074.16,1325711.72,76096.91529,362061.9975,49281.5448,862751.8351,943483.0339,413174.4388,1364763.11,train
1/5/24,892613.75,85406.54,308316.4,50768.03,978020.29,359084.43,1337104.72,74323.04091,343361.2268,47333.98812,814153.6964,894353.1817,392301.9552,1294805.922,train
1/6/24,907111.73,74919.24,365337.35,63915.84,982030.97,429253.19,1411284.16,71926.59203,349875.823,49736.50046,790512.8214,867788.0151,402319.2724,1277485.766,train
1/7/24,874058.57,81339.54,367495.5,59449.15,955398.11,426944.65,1382342.76,77718.87611,386543.6925,55677.31095,885192.6873,968359.9116,445865.8007,1424065.416,train
1/8/24,756211.1,83479.42,294729.5,45028.78,839690.52,339758.28,1179448.8,81783.16878,373353.3171,54216.94964,846892.019,938072.4649,431279.3462,1376403.037,train
1/9/24,895962.51,91057.52,333737.9,48438.28,987020.03,382176.18,1369196.21,83852.81999,348621.6914,52869.12063,876638.9768,968453.8818,406516.5598,1382931.933,train
1/10/24,894313.42,80969.93,294691.1,59278.15,975283.35,353969.25,1329252.6,81997.44275,351029.6594,52690.86756,890333.9702,979178.3678,407264.4447,1393822.094,train
1/11/24,827156,78452.88,302227.8,53313.75,905608.88,355541.55,1261150.43,78474.25919,333206.6579,50707.63167,836407.781,921797.2617,387202.5054,1315883.211,train
1/12/24,785295.03,76051.5,313882.3,49703.53,861346.53,363585.83,1224932.36,76637.55974,315876.4584,48673.62386,788068.1754,872603.8328,367453.5994,1246960.475,train
1/13/24,733082.65,86819.82,309180,55132.98,819902.47,364312.98,1184215.45,74157.96556,321836.0951,51114.62599,764099.6584,845630.2479,376731.6783,1229023.627,train
1/14/24,722531.3,71043.14,367277.05,50382.84,793574.44,417659.89,1211234.33,80119.3242,355625.0431,57189.53318,854520.2589,942574.5006,417489.7914,1368860.184,train
1/15/24,786714,78850.83,341975.15,49272.65,865564.83,391247.8,1256812.63,102351.1265,358290.5268,56771.47285,1106751.111,1217764.681,418195.4931,1644015.595,train
1/16/24,841985.8,82205.03,300159.55,41826.74,924190.83,341986.29,1266177.12,86415.42954,321100.1003,54254.80301,844452.8418,940903.4398,380871.8249,1327662.105,train
1/17/24,917935.04,102344.49,339565.65,68318.32,1020279.53,407883.97,1428163.5,84380.16396,323626.8145,53933.27388,857605.4464,950614.2813,381814.1982,1337649.657,train
1/18/24,898652.9,85245.98,328003.55,50115.23,983898.88,378118.78,1362017.66,80635.63396,307565.1332,51772.93681,805740.1452,894355.0363,363314.5045,1262610.019,train
1/19/24,810499.85,82359.04,303877.75,50571.28,892858.89,354449.03,1247307.92,78631.16081,291990.0152,49574.07352,759356.1229,846212.2605,345149.6524,1196435.334,train
1/20/24,865691.05,85504.69,368451.5,60221.82,951195.74,428673.32,1379869.06,75972.74486,297998.0767,51935.17208,736543.9774,819758.2474,354311.9351,1179364.96,train
1/21/24,790697.65,90706.23,360684.85,55558.5,881403.88,416243.35,1297647.23,81955.52651,329909.9384,57971.2865,824137.6112,913522.1268,393217.8482,1313905.202,train
1/22/24,747439.2,76725.98,327620.1,52356.07,824165.18,379976.17,1204141.35,86096.57067,319464.1128,56294.13311,788104.673,883969.5252,381050.9874,1269564.604,train
1/23/24,799776.5,79554.27,295601.75,60729.66,879330.77,356331.41,1235662.18,88124.57248,299200.616,54748.193,815628.1601,911815.2445,359976.1988,1275605.894,train
1/24/24,821314.27,86600.7,296071.4,61067.51,907914.97,357138.91,1265053.88,86025.02198,302308.748,54423.9517,828439.7225,921349.6628,361586.943,1286052.779,train
1/25/24,693954.6,72134.91,252549.35,52923.54,766089.51,305472.89,1071562.4,82183.56673,288073.6419,52247.24177,778542.6094,867040.899,344808.4343,1214873.338,train
1/26/24,675984.49,75784.77,273103.6,44352.62,751769.26,317456.22,1069225.48,80116.37296,274261.5282,50034.32443,734011.1631,820669.0605,328322.859,1152263.49,train
1/27/24,639706.68,77573.6,280600.5,47645.24,717280.28,328245.74,1045526.02,77383.48498,280740.5119,52426.80039,712327.2434,795392.7392,337860.2894,1137010.2,train
1/28/24,655376.15,69189.21,312931.55,46184.3,724565.36,359115.85,1083681.21,83450.3249,311773.949,58534.01793,797546.8002,886886.5645,375920.7713,1268188.02,train
1/29/24,959991.15,95425.68,302258,47604.44,1055416.83,349862.44,1405279.27,106407.805,315793.6383,57990.32122,1034424.171,1146477.293,378185.9437,1525673.98,train
1/30/24,830722.45,99074.21,300290.5,57803.3,929796.66,358093.8,1287890.46,89671.11862,284617.1073,55315.51317,790580.6348,886527.4052,346020.0138,1234469.708,train
1/31/24,868970.39,96610.01,297767.35,55144.63,965580.4,352911.98,1318492.38,87503.85353,288560.8302,55010.35317,803769.9737,896578.6031,348563.4267,1246398.667,train
2/1/24,796053.11,87756.85,310340.3,58137.81,883809.96,368478.11,1252288.07,83566.14793,275937.114,52834.59398,756156.9445,844537.6841,333365.5809,1179234.666,train
2/2/24,759934.82,74799.69,298348.45,50969.09,834734.51,349317.54,1184052.05,81434.05169,263643.1029,50622.83058,713723.1758,800197.9322,318378.8717,1120276.605,train
2/3/24,713821.79,86980.92,295194.6,55136.69,800802.71,350331.29,1151134,78626.49865,270844.3109,53073.41611,693489.8393,776412.4741,328625.4408,1107315.843,train
2/4/24,769930.65,71895.55,385462.65,68668.14,841826.2,454130.79,1295956.99,84758.1064,301876.2277,59292.3096,777468.5259,866740.7632,366771.9751,1237229.143,train
2/5/24,902274.6,99518.95,358205.65,70304.74,1001793.55,428510.39,1430303.94,88976.07199,294333.0737,57631.98673,745053.8459,840312.3191,357479.6839,1199146.836,train
2/6/24,772627.69,82281.53,318659.1,52784.41,854909.22,371443.51,1226352.73,91004.23525,277591.332,56108.5238,772840.5095,868576.727,339698.8342,1208723.685,train
2/7/24,735449.23,81798.15,317459.1,46465.69,817247.38,363924.79,1181172.17,88768.67606,282455.6259,55840.54433,786900.255,879595.2654,343257.7733,1222690.237,train
2/8/24,724048.75,71435.77,348365.45,57343.77,795484.52,405709.22,1201193.74,84739.08825,271066.2846,53673.95121,741418.1456,829676.0602,329303.963,1158997.5,train
2/9/24,566455.7,66769.52,275329.25,40964.27,633225.22,316293.52,949518.74,82542.5199,259903.7249,51469.14894,700906.4538,787218.5269,315460.0844,1103154.307,train
2/10/24,536097.55,64032.63,279535.35,52801.03,600130.18,332336.38,932466.56,79662.96662,267928.1999,54006.62044,682121.0395,764907.4322,326592.5144,1092479.339,train
2/11/24,574051.1,73231.02,289688.55,50534.93,647282.12,340223.48,987505.6,85838.54784,299637.4473,60387.959,765955.9197,855127.7929,365579.3329,1222983.623,train
2/12/24,916834.08,94472.01,308198.3,51457.6,1011306.09,359655.9,1370961.99,109362.5539,305609.6759,59920.74069,996429.0193,1108392.579,369986.9689,1476735.879,train
2/13/24,888319.88,115885.43,297355.95,50193.42,1004205.31,347549.37,1351754.68,92083.88466,277322.0176,57250.19132,763873.5883,859426.6562,340523.231,1199316.62,train
2/14/24,834525.9,94222.11,293357.7,50158.66,928748.01,343516.36,1272264.37,89782.02405,283048.2723,57030.70715,779032.0481,871586.6959,345024.6102,1215411.327,train
2/15/24,911911.51,99576.72,284511.25,52217.37,1011488.23,336728.62,1348216.85,85668.14441,272434.1402,54870.66682,735186.2911,823299.0989,331863.7212,1154176.94,train
2/16/24,956453.85,107976.35,327669.95,52738.75,1064430.2,380408.7,1444838.9,83409.91283,261946.9888,52667.91648,696119.7576,782270.616,318707.4165,1100496.729,train
2/17/24,826438.6,101580.69,340791.55,57783.29,928019.29,398574.84,1326594.13,80463.58686,270750.2514,55318.69121,678520.4367,761152.2226,330739.9458,1091702.956,train
2/18/24,828295.6,93059.21,377208.45,55463.47,921354.81,432671.92,1354026.73,86661.65678,303547.4437,61915.9586,763075.5448,852079.3042,371055.3233,1224118.868,train
2/19/24,907027.86,108189.81,376137.1,66989.21,1015217.67,443126.31,1458343.98,90893.12577,297626.7457,60295.98278,733535.0217,828380.1515,363464.3229,1190557.408,train
2/20/24,781743.05,89175.5,309248.8,55729.54,870918.55,364978.34,1235896.89,92881.35889,282196.5304,58814.19162,763223.3499,858570.2653,347036.3979,1204111.967,train
2/21/24,860341.05,87514.62,321528.45,48393.98,947855.67,369922.43,1317778.1,90517.64211,288587.8887,58645.69697,779442.0394,871774.3773,352262.8568,1221993.923,train
2/22/24,805086.75,82586.87,294108.45,61096.08,887673.62,355204.53,1242878.15,86329.95357,278257.5364,56478.71154,736541.8023,824427.9438,339388.1916,1161963.825,train
2/23/24,804518.67,91340.1,303401.88,62836.03,895858.77,366237.91,1262096.68,84015.16528,267967.3442,54262.66368,698274.356,784199.31,326421.4423,1109284.106,train
2/24/24,773689.6,85907.34,307723.55,64466.25,859596.94,372189.8,1231786.74,81009.69962,277353.5503,57046.48887,681420.954,763811.2551,339195.5593,1101665.102,train
2/25/24,761431.55,86202.31,340929.4,57257.29,847633.86,398186.69,1245820.55,87209.17073,311314.7409,63907.4808,767178.8467,855871.2342,380982.4692,1236559.79,train
2/26/24,693204.65,85263.65,310468.95,54247.54,778468.3,364716.49,1143184.79,91424.7661,305537.1789,62289.95841,738228.148,832796.6994,373555.8002,1203765.707,train
2/27/24,872343.6,88483.88,322976.25,55400.89,960827.48,378377.14,1339204.62,93381.17538,289916.4426,60810.59902,768819.5095,863836.3623,356960.1282,1218458.729,train
2/28/24,781810.95,83459.86,340060.55,60994.85,865270.81,401055.4,1266326.21,90899.85937,296645.6113,60516.02625,785815.0064,877748.4843,362258.1808,1237417.749,train
2/29/24,837166.7,80487.87,309470.2,54531.19,917654.57,364001.39,1281655.96,86594.71713,286124.6703,58162.10532,743116.6588,830599.8471,348881.16,1177316.671,train
3/1/24,712817.11,84887.37,304183.7,68294.42,797704.48,372478.12,1170182.6,84176.02343,275580.9451,55764.79627,704964.0615,790497.5587,335360.3945,1124465.629,train
3/2/24,788063.57,98246.97,326124.35,70444.65,886310.54,396569,1282879.54,81071.77875,285214.2921,58502.28608,688327.113,770293.1098,348224.1099,1117132.082,train
3/3/24,975974.9,107688.02,328323,73328.75,1083662.92,401651.75,1485314.67,105847.6028,333697.1239,66700.46477,1050761.453,1152700.591,404587.0653,1559578.221,train
3/4/24,960641.9,110300.32,332608.31,68794.17,1070942.22,401402.48,1472344.7,110837.7187,327351.1794,64869.25289,1011460.783,1121923.293,396266.3929,1518387.831,train
3/5/24,899728.15,109362.89,310933.35,59787.02,1009091.04,370720.37,1379811.41,93133.71223,297716.9857,61951.68397,777420.9992,871865.4073,365261.6234,1235981.88,train
3/6/24,860895.07,102606.07,323912.9,67477.06,963501.14,391389.96,1354891.1,90618.89898,304369.289,61681.93497,794720.2991,885978.9343,370466.8655,1255059.857,train
3/7/24,779739.95,90274.81,283986.2,65474.63,870014.76,349460.83,1219475.59,86289.35735,293272.7215,59308.52152,751568.8584,838378.775,356521.5134,1193818.242,train
3/8/24,721715.85,96282.39,281142.95,63079.7,817998.24,344222.65,1162220.89,83843.04143,282126.1591,56885.45588,712939.3152,797818.7126,342396.6868,1139826.782,train
3/9/24,731051.15,92556.78,292418.45,60121.77,823607.93,352540.22,1176148.15,80716.78582,291588.8605,59696.93613,696002.5648,777276.6908,355157.6974,1131871.292,train
3/10/24,760656.7,79769.73,314236,64826.58,840426.43,379062.58,1219489.01,86758.26352,326705.5075,66749.96147,783744.7786,871026.9481,398068.8303,1270035.926,train
3/11/24,658548.9,91971.18,274893.5,58519.73,750520.08,333413.23,1083933.31,90811.16188,319955.6678,64929.94182,754163.5957,847457.5702,389364.9205,1235662.626,train
3/12/24,734861.25,90300.89,281847.25,59193.68,825162.14,341040.93,1166203.07,92611.87763,302846.8738,63253.36944,785256.1853,878798.603,371056.3956,1249773.932,train
3/13/24,656347.85,80193.77,243003.9,66302.8,736541.62,309306.7,1045848.32,90075.68587,309011.8326,62981.97553,802297.8587,892547.244,375751.334,1267966.401,train
3/14/24,703843.23,83859.08,249969.6,65241.46,787702.31,315211.06,1102913.37,85739.12271,297131.6502,60558.41246,758260.8745,844077.1844,360996.9622,1204942.671,train
3/15/24,650128.25,75787.18,246461.7,61591.25,725915.43,308052.95,1033968.38,83277.18891,285217.6922,58080.29829,718778.3556,802690.1406,346074.1934,1149251.609,train
3/16/24,692666.93,92627.66,264136.55,68455.54,785294.59,332592.09,1117886.68,80142.81465,294115.3362,60942.57756,701151.2166,781431.0653,358296.0008,1139953.347,train
3/17/24,959053.2,94754.42,314615.1,76110.78,1053807.62,390725.88,1444533.5,104554.054,342777.281,69486.4741,1069140.928,1168076.363,414975.0735,1588638.474,train
3/18/24,968959.7,124506.22,309878.9,76020.58,1093465.92,385899.48,1479365.4,109400.8157,334880.4052,67573.65791,1027832.17,1135464.804,405072.4178,1543696.928,train
3/19/24,863622.7,109406.79,279511.95,77051.68,973029.49,356563.63,1329593.12,91858.99103,303255.0948,64521.14288,788866.5173,881159.8587,372049.7578,1253959.484,train
3/20/24,828899.75,107604.21,289250.35,78036.83,936503.96,367287.18,1303791.14,89315.0082,308642.6955,64218.54015,805139.5566,894058.3244,375942.9415,1270467.265,train
3/21/24,725360.4,100293.64,282344.85,70127.97,825654.04,352472.82,1178126.86,84989.12876,296012.0521,61718.61744,760107.0738,844629.2957,360384.4687,1205606.616,train
3/22/24,762115.15,88682.37,277017.1,65503.24,850797.52,342520.34,1193317.86,82524.64707,283403.7166,59161.65863,719700.0518,802349.7217,344713.3944,1148208.537,train
3/23/24,926954.3,87129.35,328785.7,72610.92,1014083.65,401396.62,1415480.27,79396.52242,291480.6083,62040.44219,701214.9227,780230.9657,356079.6416,1137221.868,train
3/24/24,833107.35,83078.16,367075.45,77247.88,916185.51,444323.33,1360508.84,85286.50818,324963.1527,69310.96584,787969.549,872621.7261,397410.2358,1272588.334,train
3/25/24,715915.13,88149.86,276775.5,76660.69,804064.99,353436.19,1157501.18,89217.87259,316649.707,67354.90234,756576.5504,847271.7255,387042.8315,1234693.299,train
3/26/24,707532.45,79435.17,261230.7,71383.51,786967.62,332614.21,1119581.83,90935.64316,298199.569,65543.13836,785985.2669,876743.578,367230.3587,1245223.85,train
3/27/24,646543.55,73060.23,277785.1,66738.03,719603.78,344523.13,1064126.91,88397.88919,302724.067,65181.81652,801166.6268,888517.4542,370236.7352,1259668.309,train
3/28/24,672813.1,80147,254724.35,57288.4,752960.1,312012.75,1064972.85,84099.34371,289609.0583,62589.26424,755377.1918,838390.6406,354124.0562,1193518.78,train
3/29/24,654220.2,82486.36,252674.45,63773.31,736706.56,316447.76,1053154.32,81645.37747,276595.1591,59940.37198,714294.826,795471.7077,337983.2874,1134960.096,train
3/30/24,618822.1,76653.43,271053.45,56966.37,695475.53,328019.82,1023495.35,78537.14775,283801.067,62795.47032,695050.4313,772623.9512,348378.8992,1122405.017,train
3/31/24,850260.75,79043.41,286757.75,68244.23,929304.16,355001.98,1284306.14,102416.451,329131.614,71478.94887,1057187.637,1152239.29,401729.6392,1559499.856,train
4/1/24,859923.13,111982.75,330474.7,82397.83,971905.88,412872.53,1384778.41,107122.6313,320000.6291,69387.48855,1013789.461,1117474.079,390456.6227,1510869.379,train
4/2/24,854063.63,112145.46,296835.23,60224.8,966209.09,357060.03,1323269.12,89914.12104,288419.1388,66128.57836,776138.1583,865195.6272,357111.3304,1223674.702,train
4/3/24,842341.79,97193.21,297470.35,74813.22,939535,372283.57,1311818.57,87395.72484,292204.497,65688.70654,790175.6383,875850.2347,359359.3435,1236182.332,train
4/4/24,784403.87,97267.04,296526.95,70299.75,881670.91,366826.7,1248497.61,83138.60429,279012.425,63001.62202,744143.4263,825558.9189,343104.7914,1169731.229,train
4/5/24,738062.55,86461.47,277742.55,57263.21,824524.02,335005.76,1159529.78,80706.93444,265998.4878,60262.30193,702879.0431,782495.7988,326910.5749,1110946.566,train
4/6/24,704178.24,77627.63,289546.1,66801.5,781805.87,356347.6,1138153.47,77630.21367,272474.8504,63054.66604,683203.9876,759278.4731,336427.2438,1097351.019,train
4/7/24,914686.75,98444.54,313415.25,66696,1013131.29,380111.25,1393242.54,83373.13418,302610.925,70283.12758,765961.4718,847405.7082,374132.7423,1224778.634,train
4/8/24,867486.6,97028.87,277928.7,73140.99,964515.47,351069.69,1315585.16,87202.41616,293805.7657,68139.30715,733806.5301,821122.3504,363131.3356,1185344.053,train
4/9/24,740200.3,80315.7,276443.7,60213.4,820516,336657.1,1157173.1,88870.16918,275754.0495,66147.05642,760697.4689,848035.8017,343433.1403,1192613.187,train
4/10/24,781834.4,82776.42,288439,59491.67,864610.82,347930.67,1212541.49,86382.00055,279063.9806,65621.00067,773804.8338,857836.9008,345197.805,1203735.065,train
4/11/24,687594.55,82718.03,240321.7,63769.1,770312.58,304090.8,1074403.38,82176.50488,266209.7565,62853.66699,728165.1386,808029.0166,329245.1628,1138115.668,train
4/12/24,666756.38,84249.02,245274.75,60509.75,751005.4,305784.5,1056789.9,79776.39879,253587.9592,60041.13423,687307.9285,765412.0544,313421.902,1080149.784,train
4/13/24,650086.6,68893.9,268580.25,52908.37,718980.5,321488.62,1040469.12,76739.61532,259591.8997,62739.89643,667655.048,742301.5853,322295.6375,1066268.591,train
4/14/24,905102.35,96660.12,310602.2,76752.31,1001762.47,387354.51,1389116.98,100075.9247,300444.0332,71231.17212,1013928.785,1105481.111,370856.9162,1479062.734,train
4/15/24,932732.6,103308.04,318547.2,73102.5,1036040.64,391649.7,1427690.34,104681.5017,291600.1991,68967.27592,970919.925,1070779.665,359765.296,1430822.9,train
4/16/24,857498.15,110079.93,299629,75629.63,967578.08,375258.63,1342836.71,87873.63471,262441.1528,65556.78977,742366.6909,828115.89,328496.1016,1157333.764,train
4/17/24,783083.35,89606.25,274056.35,77226.99,872689.6,351283.34,1223972.94,85423.17845,265579.5632,64950.9505,754940.8436,837496.8536,330098.3788,1167849.708,train
4/18/24,742309.05,88107.61,278464.85,63208.69,830416.66,341673.54,1172090.2,81274.74742,253373.2049,62132.04375,710270.8276,788755.2216,314802.287,1104033.191,train
4/19/24,704774.8,83979.79,260512.14,63690.59,788754.59,324202.73,1112957.32,78912.03543,241421.0152,59276.77899,670341.3047,747107.2479,299671.9137,1047760.523,train
4/20/24,705120.7,77576.55,289704.15,60564.87,782697.25,350269.02,1132966.27,75919.68331,247234.8897,61864.2832,651156.4075,724562.7301,308193.5683,1034354.488,train
4/21/24,733999.15,88812.84,329101.35,76506.95,822811.99,405608.3,1228420.29,81555.30841,274588.7388,68781.1768,729682.5964,808366.7196,342596.0545,1154035.408,train
4/22/24,691825.21,75691.29,290816,70095.2,767516.5,360911.2,1128427.7,85323.35483,266685.0321,66516.10379,698834.1393,783133.5596,332470.0104,1116674.403,train
4/23/24,723319.05,82147.43,293206.55,73635.64,805466.48,366842.19,1172308.67,86979.92097,250451.3715,64412.16106,724342.1045,808764.6388,314462.9575,1123530.965,train
4/24/24,687936.89,82668.15,288256.1,81584.93,770605.04,369841.03,1140446.07,84570.64193,253681.318,63745.41689,736845.0833,818204.2697,316182.8963,1134231.65,train
4/25/24,842136.13,72930.83,264751,71835.86,915066.96,336586.86,1251653.82,80479.75182,242274.8353,60912.82351,693523.3364,770906.4902,301741.41,1072812.443,train
4/26/24,831601.47,106732.52,262572.7,72913.32,938333.99,335486.02,1273820.01,78156.41757,231113.3585,58053.02695,654849.9195,730559.7816,287467.8702,1018750.277,train
4/27/24,12502977.4,1019840.75,2182788.65,415966.97,13522818.15,2598755.62,16121573.77,978779.4396,1793061.531,331105.2698,10942109.28,11827603.5,2146160.235,13817060.38,train
4/28/24,7281558.43,780179.28,1822546.85,432093.6,8061737.71,2254640.45,10316378.16,784750.5079,1625345.63,370133.9684,7040141.411,7781087.681,1998831.589,9712859.033,train
4/29/24,6416436.45,763810.26,2350514.8,467046.07,7180246.71,2817560.87,9997807.58,966978.3886,2351283.027,623650.9269,7229440.653,8195258.668,2967676.403,11133683.95,train
4/30/24,4134292.03,481893.04,1593520.2,327197.61,4616185.07,1920717.81,6536902.88,623294.2249,1730613.779,427959.621,4884275.278,5496134.269,2148991.37,7636450.037,train
5/1/24,4016195.51,465018.4,1461784.7,313894.66,4481213.91,1775679.36,6256893.27,550429.9303,1610584.668,391850.8658,4627417.27,5153847.752,1988674.239,7135504.118,train
5/2/24,4013455.5,523736.94,1338417.7,273354.6,4537192.44,1611772.3,6148964.74,602167.9948,1585539.637,384189.918,4770090.191,5351244.6,1963414.332,7306185.57,train
5/3/24,5551424.65,667388.9,1892642,428793.63,6218813.55,2321435.63,8540249.18,796721.7801,2069863.747,535639.1833,6376595.829,7149048.881,2586822.372,9717402.331,train
5/4/24,569023.74,77930.76,217406.3,55660.29,646954.5,273066.59,920021.09,74626.50838,229682.244,58886.43736,625719.6151,697567.2068,286515.9959,985882.2586,train
5/5/24,1199314.15,86505.14,238449.3,54116.91,1285819.29,292566.21,1578385.5,97381.23979,266814.0494,66672.40421,951901.6083,1040680.909,330565.0416,1370446.069,train
5/6/24,1378490.32,119057.84,352159.2,65039.83,1497548.16,417199.03,1914747.19,101928.2823,259987.312,64384.67277,913295.9928,1009967.555,321610.3146,1328828.061,train
5/7/24,953735.75,120245.51,267472,56868.35,1073981.26,324340.35,1398321.61,85618.65529,234972.1279,61049.49488,699797.6474,782737.117,294576.1945,1077542.867,train
5/8/24,660875.73,85227.45,250948.45,57647.13,746103.18,308595.58,1054698.76,83286.70796,238830.6918,60344.67836,713297.2405,793409.9413,296999.904,1090274.597,train
5/9/24,623012,72993.26,217908.33,49616.57,696005.26,267524.9,963530.16,79295.75437,228901.1929,57600.27022,672756.7252,749055.2338,284234.5979,1033661.257,train
5/10/24,577136.37,77215.79,217944.55,51277.49,654352.16,269222.04,923574.2,77043.35396,219141.5886,54842.51335,636610.9541,711335.1648,271571.1326,983950.8527,train
5/11/24,562505.8,64592.93,199407.75,52654.72,627098.73,252062.47,879161.2,74173.08855,225518.3298,57130.36735,620111.2572,691742.5431,280364.826,974446.1177,train
5/12/24,733915.55,78153.82,254856.55,57052.26,812069.37,311908.81,1123978.18,79734.41682,251725.126,63410.76537,696916.6381,773937.9479,312895.9907,1090786.828,train
5/13/24,692312.45,72565.61,244839.5,52649.94,764878.06,297489.44,1062367.5,83476.42624,245727.063,61229.40215,669474.3216,751985.1201,304883.8309,1059078.674,train
5/14/24,672983.47,59604.45,242723.6,52583.39,732587.92,295306.99,1027894.91,85156.38122,231961.7791,59212.81865,696082.6391,778954.3481,289570.0117,1069324.208,train
5/15/24,830335.68,76462.3,236260.5,49796.39,906797.98,286056.89,1192854.87,82855.099,236177.1218,58531.19593,710376.4205,790501.8785,292384.1702,1083387.141,train
5/16/24,686405.36,64602.38,216521.5,57972.18,751007.74,274493.68,1025501.42,78901.65346,226736.384,55874.60866,670811.233,747176.2955,280222.0932,1028468.951,train
5/17/24,642884.7,62033.15,215697.4,52510.64,704917.85,268208.04,973125.89,76676.4048,217419.5401,53207.81479,635525.6482,710362.8327,268114.8151,980260.5178,train
5/18/24,532154,58538.06,202446.4,47996.3,590692.06,250442.7,841134.76,73834.7816,224093.2754,55439.51852,619777.1525,691572.7947,277175.0745,972006.0106,train
5/19/24,865103.1,71746.32,250968.3,59901.98,936849.42,310870.28,1247719.7,96389.36269,261185.7348,62777.50378,945094.26,1034088.735,320702.5238,1354618.01,train
5/20/24,815709.17,89495.56,267415.6,70531.2,905204.73,337946.8,1243151.53,100932.345,255321.5915,60638.26083,908886.5274,1005829.217,312886.9812,1316794.272,train
5/21/24,712985.25,92793.71,228128.85,52001.09,805778.96,280129.94,1085908.9,84816.75178,231470.9683,57518.1252,698022.161,781256.5673,287365.5317,1070426.734,train
5/22/24,693353.75,80881.74,219423.25,62321.45,774235.49,281744.7,1055980.19,82626.98681,236282.4061,57021.54988,713091.7903,793627.7952,291034.1545,1086054.32,train
5/23/24,534826.73,61052.84,199643.5,48703.34,595879.57,248346.84,844226.41,78781.57254,227400.5412,54594.96973,674041.6031,750847.062,279752.9039,1032424.436,train
5/24/24,567905.23,63634.77,195356.9,45948.68,631540,241305.58,872845.58,76653.82807,218578.6169,52146.28238,639187.6983,714502.6065,268439.952,985338.2144,train
5/25/24,540474.63,59303.88,188754.1,43492.79,599778.51,232246.89,832025.4,73903.40735,225807.2849,54500.41539,623904.227,696203.4144,278295.1724,978285.8217,train
5/26/24,485626.2,65787.9,214134.05,49436.95,551414.1,263571,814985.1,79557.09,252980.3176,60697.44477,702567.7725,780417.687,311853.5235,1097753.507,train
5/27/24,680398.4,65284.31,261877.3,56163.92,745682.71,318041.22,1063723.93,83407.96575,247825.2484,58815.07636,676180.1223,759668.0367,305071.0943,1068337.21,train
5/28/24,562072.75,68286.66,194367.45,63866.07,630359.41,258233.52,888592.93,94894.30931,439167.1917,70185.14791,1032364.582,1118978.607,500204.8473,1641196.367,train
5/29/24,587767.95,63282.77,201025.9,52487.95,651050.72,253513.85,904564.57,83017.91042,239757.6991,56636.12241,720002.8419,801286.2616,294772.751,1097636.981,train
