date,A1_actual,A2_actual,B1_actual,B2_actual,cohort_A_actual,cohort_B_actual,aggregate_actual,A2_pred,B1_pred,B2_pred,A1_pred,cohort_A_pred,cohort_B_pred,aggregate_pred,label
11/6/24,1061759.62,129959.25,348345.35,101597.45,1191718.87,449942.8,1641661.67,132996.3267,447136.1791,106013.7962,1163763.056,1306902.855,560064.0994,1860139.8,train
11/7/24,1095853.29,113678.95,372573.75,90275.37,1209532.24,462849.12,1672381.36,126680.3239,436438.7371,101660.0423,1106845.553,1243007.326,544718.1395,1781797.356,train
11/8/24,1021582.26,120877.98,383524.75,99404.64,1142460.24,482929.39,1625389.63,123140.712,425510.3354,97258.13246,1056257.538,1189248.973,528926.0415,1713740.988,train
11/9/24,981766.32,110201.42,420698.1,107538.71,1091967.74,528236.81,1620204.55,118613.5699,445911.1664,101820.2439,1037670.021,1165205.095,554935.7808,1714890.328,train
11/10/24,1369075.05,233138.38,524437.95,146171.77,1602213.43,670609.72,2272823.15,127576.76,506794.6475,113595.169,1176215.402,1313530.607,629371.2082,1939696.388,train
11/11/24,24628575.59,2692882.09,7276529.4,1870238.83,27321457.68,9146768.23,36468225.91,2391244.654,6444680.342,1586574.227,22158503.2,24734306.27,8235485.499,32918683.96,train
11/12/24,9031939.07,1163301.13,3702125.6,943735.95,10195240.2,4645861.55,14841101.75,1144656.164,3380426.455,898844.4152,9257635.363,10493960.63,4382342.032,14830169.25,train
11/13/24,7617355.42,837856.74,3054081.6,747659.48,8455212.16,3801741.08,12256953.24,849230.8459,2750128.965,691241.2214,7316584.639,8229649.431,3505417.544,11698534.88,train
11/14/24,7308657.51,869596.78,2856505.4,704127.41,8178254.29,3560632.81,11738887.1,949254.2517,2640916.374,718137.8838,7394862.793,8428321.733,3420839.38,11815105.87,train
11/15/24,10141501.45,1146781.4,3667551.6,881093.39,11288282.85,4548644.99,15836927.84,1255112.429,3544922.363,965068.8818,10562694.9,11884025.32,4572125.828,16397455.04,train
11/16/24,807497.64,92408.56,379419.1,82566.73,899906.2,461985.83,1361892.03,118650.2215,500885.9018,102709.9786,1101612.525,1228420.33,612509.915,1838925.706,train
11/17/24,1658249.64,141388.22,470480.3,96316.7,1799637.86,566797,2366434.86,155039.1591,593516.7761,116998.7133,1694329.936,1850719.984,719420.6348,2588810.552,train
11/18/24,1322100.07,147986.17,452769,93645.23,1470086.24,546414.23,2016500.47,162509.1665,589655.6237,113693.6187,1643396.024,1813687.125,712323.7853,2541815.453,train
11/19/24,1263027.01,148186.92,445521.85,111796.9,1411213.93,557318.75,1968532.68,136708.6214,543095.6004,108499.6529,1272875.394,1419265.224,663759.6627,2086763.547,train
11/20/24,1104302.73,126244.93,426214.75,96426.38,1230547.66,522641.13,1753188.79,133191.063,562261.7496,107955.566,1311338.295,1452412.822,680556.7814,2137241.556,train
11/21/24,1115393.68,110876.57,467346.35,90879.9,1226270.25,558226.25,1784496.5,127013.487,548585.1218,103741.0871,1249889.214,1384186.975,662055.8986,2050595.264,train
11/22/24,988028.35,132874.74,455221.5,93262.2,1120903.09,548483.7,1669386.79,123613.1985,534333.3163,99452.8156,1195049.302,1326719.03,642705.3886,1974939.026,train
11/23/24,977801.65,108318.95,490647.95,119924,1086120.6,610571.95,1696692.55,119216.3155,559101.0386,104324.4054,1175978.129,1301967.122,673829.7699,1978341.282,train
11/24/24,1456918.25,221384.04,724243.65,160577.13,1678302.29,884820.78,2563123.07,128388.1638,634120.963,116611.013,1334869.932,1469709.793,763308.7174,2239345.894,train
11/25/24,15087405.91,1925319.73,5327834,1464242.76,17012725.64,6792076.76,23804802.4,1824083.434,4517634.081,1273178.258,13648833.41,15587587.62,5898745.73,21455092.55,train
11/26/24,6913784.93,1047819.03,3056183.6,895984.97,7961603.96,3952168.57,11913772.53,1086598.343,2759568.244,859527.271,7034906.96,8207867.651,3680850.268,11882490.68,train
11/27/24,6179683.81,784255.35,2923398.95,778172.02,6963939.16,3701570.97,10665510.13,833471.7419,2708380.834,734834.859,6165285.044,7062043.242,3485406.229,10548548.36,train
11/28/24,7336869.38,838049.44,4122116,883726.96,8174918.82,5005842.96,13180761.78,847904.5339,3770770.804,809471.8982,7250348.817,8115181.758,4603665.073,12729970.82,train
11/29/24,14752105.49,1032658.14,10048647.4,1307331.67,15784763.63,11355979.07,27140742.7,1076227.928,9854448.367,1310201.271,15278905.26,16205194.04,11084216.44,27319462.03,train
11/30/24,7351043.8,792458.93,4125677,848564.86,8143502.73,4974241.86,13117744.59,813318.2921,4081636.363,802481.1149,7699211.69,8514167.506,4920095.353,13451022.91,train
12/1/24,7261292.7,707067.35,3961303.2,845741.8,7968360.05,4807045,12775405.05,748416.573,3928550.567,816695.228,7655556.448,8408903.313,4816280.434,13253953.62,train
12/2/24,12171183.3,832533.56,7646857,961719.49,13003716.86,8608576.49,21612293.35,867330.4135,7392456.639,930101.6002,12350447.9,13153762.62,8339097.237,21556544.13,train
12/3/24,7210465.95,653846.99,3213667.6,614893.48,7864312.94,3828561.08,11692874.02,675360.6887,2980606.88,569423.5225,6879160.035,7559686.622,3572817.496,11154063.83,train
12/4/24,2569304.54,199159.87,811530.25,113729.35,2768464.41,925259.6,3693724.01,164983.3719,697796.3827,114599.6258,2013888.982,2169272.182,823601.3459,3036675.23,train
12/5/24,2182038.4,158630.08,853485.15,127206.58,2340668.48,980691.73,3321360.21,144512.0716,1212422.092,132857.73,2072280.189,2195040.556,1322847.994,3547100.097,train
12/6/24,1985795.73,149559.42,900449.45,130867.79,2135355.15,1031317.24,3166672.39,140835.9195,1171489.089,127447.977,1977247.574,2100287.248,1276046.045,3405659.332,train
12/7/24,1959647.14,148083.06,1120533,117177.2,2107730.2,1237710.2,3345440.4,136010.5115,1215539.174,133760.5855,1941096.543,2057023.34,1328910.739,3399968.332,train
12/8/24,2061771,158529.62,1268251.65,167407.82,2220300.62,1435659.47,3655960.09,146670.4076,1366631.046,149573.443,2197537.487,2316859.921,1494852.115,3834398.876,train
12/9/24,2339558.3,183977.24,1338030.45,175391.25,2523535.54,1513421.7,4036957.24,154047.0338,1342390.81,145499.0014,2125440.341,2265192.847,1466874.907,3748629.712,train
12/10/24,2317752.17,185101.55,1363715.8,165451.68,2502853.72,1529167.48,4032021.2,157659.7692,1273820.078,141740.6629,2223881.751,2359983.396,1401865.082,3808757.972,train
12/11/24,3167191.95,211035.93,1508178.85,171171.75,3378227.88,1679350.6,5057578.48,167790.5681,725825.9985,117069.2035,2110653.744,2264320.315,856775.6316,3178805.817,train
12/12/24,2885791.95,217394.02,1586190.65,171231.03,3103185.97,1757421.68,4860607.65,160320.3627,699066.9964,112555.7375,2003573.206,2150530.157,824857.2146,3033045.793,train
12/13/24,2685203.31,182415.37,1606713.2,169889.11,2867618.68,1776602.31,4644220.99,143392.7379,1205602.247,130119.0631,2062578.416,2183419.351,1315726.654,3545167.529,train
12/14/24,2510421.5,153188.12,1717813.45,143339.27,2663609.62,1861152.72,4524762.34,138553.2351,1244214.113,136513.1213,2019848.44,2133825.311,1364088.303,3528946.536,train
12/15/24,2833516.79,183453.58,1843361.2,185372.9,3016970.37,2028734.1,5045704.47,149488.6583,1391343.159,152586.5104,2280833.105,2397988.927,1527505.085,3968022.284,train
12/16/24,2726353.79,170601.3,1845512.25,183371.85,2896955.09,2028884.1,4925839.19,157083.8076,1359323.671,148359.4562,2200181.975,2339106.889,1492149.002,3867516.589,train
12/17/24,2554668.45,147297.15,1666420.75,163092.58,2701965.6,1829513.33,4531478.93,160842.8728,1282994.251,144451.635,2295854.829,2431220.452,1419591.659,3917476.654,train
12/18/24,2533238.59,167127.17,1607047.8,161633.6,2700365.76,1768681.4,4469047.16,141045.449,697443.221,116911.0362,1603297.406,1743083.936,834206.7136,2621189.851,train
12/19/24,2194449.79,132963.28,1378874,107752.55,2327413.07,1486626.55,3814039.62,134822.8263,666455.979,112335.0263,1516654.513,1650390.615,797052.0865,2488082.463,train
12/20/24,1894436.08,97413.7,1183083.85,97001.42,1991849.78,1280085.27,3271935.05,146473.0132,1189048.945,132365.3598,2108587.248,2229997.801,1306460.775,3597533.293,train
12/21/24,2209231.65,90424.35,1176452.6,81283.37,2299656,1257735.97,3557391.97,141582.6543,1217707.597,138774.4719,2057561.192,2172487.992,1344393.238,3562516.955,train
12/22/24,1224606.18,87494.42,609481.35,82321.41,1312100.6,691802.76,2003903.36,89718.79473,598999.055,81471.00224,1245819.058,1318418.287,674157.9635,2019470.625,train
12/23/24,1072174.89,86890.29,454029.55,67352.01,1159065.18,521381.56,1680446.74,98327.77481,505122.8909,81450.47966,1086381.332,1178870.7,579847.5334,1777066.831,train
12/24/24,951621.82,75284.92,413983.25,67465.28,1026906.74,481448.53,1508355.27,89547.38033,426788.329,79491.5967,900893.1052,987280.9528,502560.3117,1511226.121,train
12/25/24,1646574.66,101252.52,735595.1,68358.03,1747827.18,803953.13,2551780.31,144311.2094,662704.696,118486.4696,1609919.924,1752208.022,798695.5665,2592152.872,train
12/26/24,2003673.08,141417.35,815761.1,140718.14,2145090.43,956479.24,3101569.67,137979.6673,630503.3998,113755.7418,1518497.223,1654785.74,760229.6593,2453109.352,train
12/27/24,1695313.58,125509.57,688630.8,107415.09,1820823.15,796045.89,2616869.04,134628.4326,598741.6359,108927.4123,1436162.233,1571145.975,721942.4592,2329548.635,train
12/28/24,1483573,108336.02,604304.55,81018.14,1591909.02,685322.69,2277231.71,130160.4259,610737.1378,114105.25,1397422.046,1526788.853,740311.9039,2300212.566,train
12/29/24,1510051.18,123253.55,607685.55,97084.08,1633304.73,704769.63,2338074.36,140508.4688,675238.6407,127339.929,1567932.182,1706141.3,820159.7532,2565789.373,train
12/30/24,1299911.51,111731.07,484163.35,93559.89,1411642.58,577723.24,1989365.82,147719.1935,652471.2716,123613.5822,1502915.091,1654930.248,792848.2533,2481118.86,train
12/31/24,1146375.05,98218.27,418344.95,93244.83,1244593.32,511589.78,1756183.1,151320.5521,609314.484,120161.2493,1558430.187,1710554.671,746675.5151,2493692.746,train
1/1/25,1524966.75,124243.07,474088.85,106918.16,1649209.82,581007.01,2230216.83,179506.5773,639545.1406,121753.6482,2148588.999,2311338.858,773633.199,3125747.06,train
1/2/25,1610753.43,155778.27,517117.65,124874.55,1766531.7,641992.2,2408523.9,171646.2575,606751.7238,116793.6923,2021424.126,2177931.507,734490.9257,2950914.614,train
1/3/25,1337431.4,158376.51,531361.8,115927.58,1495807.91,647289.38,2143097.29,137943.9477,551206.7014,109560.1603,1407165.325,1545589.472,672086.2091,2248390.504,train
1/4/25,1488503.55,153607.2,539204.35,117142.76,1642110.75,656347.11,2298457.86,133371.9143,560954.0888,114674.0913,1365968.023,1498818.531,687718.8528,2215229.434,train
1/5/25,1523656.15,159236.85,542952.35,130255.39,1682893,673207.74,2356100.74,143978.6396,618934.4685,127872.3264,1529165.971,1671535.786,760440.2765,2465919.116,train
1/6/25,1455835.03,159256.25,468680.25,134035.92,1615091.28,602716.17,2217807.45,151367.7713,597009.7585,124033.8037,1462588.396,1618272.638,733881.2274,2379968.719,train
1/7/25,1433500.6,146134.54,476244.15,132858.43,1579635.14,609102.58,2188737.72,155055.1924,556690.5274,120478.996,1513505.189,1669641.993,690139.3677,2387775.386,train
1/8/25,1451698.88,154737.68,475967.05,116845.11,1606436.56,592812.16,2199248.72,151484.9027,559736.9914,119604.1378,1536656.216,1687049.561,689781.903,2403019.114,train
1/9/25,1364036.01,133959.86,453561.9,100220.35,1497995.87,553782.25,2051778.12,144843.1035,530539.4268,114652.4174,1443091.541,1587140.621,654237.8475,2265241.642,train
1/10/25,1342745.54,130982.19,438054.15,112720.87,1473727.73,550775.02,2024502.75,141323.6451,502190.298,109622.5091,1359198.521,1501423.711,619366.6791,2143321.028,train
1/11/25,1317411.79,146441.65,476434.5,117624.78,1463853.44,594059.28,2057912.72,136626.3884,510877.0988,114668.4519,1317357.112,1454001.703,633448.2039,2109221.239,train
1/12/25,1306839.6,151243.64,508342.15,142987.83,1458083.24,651329.98,2109413.22,147474.9931,563622.8613,127792.2753,1472656.001,1619535.018,700236.2079,2345516.014,train
1/13/25,4227630.91,304843.15,613336,133727.93,4532474.06,747063.93,5279537.99,188225.5959,566931.588,126358.5875,1906537.442,2090837.348,699655.5714,2812501.553,train
1/14/25,3344155.6,311878.35,715505.5,143752.36,3656033.95,859257.86,4515291.81,192782.0499,528874.0101,122677.3642,1970658.531,2155053.692,658075.3375,2819740.662,train
1/15/25,2188408.7,265749.33,592495.55,137600.22,2454158.03,730095.77,3184253.8,155093.998,510379.4167,119354.9409,1474812.943,1629677.822,635521.9345,2280864.008,train
1/16/25,1585929.02,168714.94,468110.2,127217.43,1754643.96,595327.63,2349971.59,148266.949,484218.2641,114369.1036,1383827.78,1532024.539,603155.6232,2149261.104,train
1/17/25,1271885.13,153842.69,407082.2,98309.01,1425727.82,505391.21,1931119.03,144635.7103,458896.0098,109314.8708,1302450.987,1448390.252,571492.5245,2033119.508,train
1/18/25,1240551.4,153417.72,442540.4,125430.16,1393969.12,567970.56,1961939.68,139798.652,467508.4136,114314.3831,1261638.021,1401957.608,585105.5081,2000629.503,train
1/19/25,1367946.5,156816,505049.05,128083.27,1524762.5,633132.32,2157894.82,150864.9024,516641.498,127368.7764,1409767.55,1561001.744,647614.1813,2224941.391,train
1/20/25,1286959.1,155831.12,506696.25,111869.03,1442790.22,618565.28,2061355.5,158548.2446,499370.6534,123458.4504,1346279.199,1509209.424,625880.0585,2146036.62,train
1/21/25,1172158.25,132281.75,424756.8,110975.15,1304440,535731.95,1840171.95,162345.0265,466831.7504,119848.1776,1391357.889,1555391.791,589654.347,2152378.449,train
1/22/25,1414018.71,169143.33,416511,102272.81,1583162.04,518783.81,2101945.85,158538.1995,470799.8391,118919.1819,1411221.584,1570258.934,590668.2398,2166073.109,train
1/23/25,1387472.88,148097.29,434802.8,106913.4,1535570.17,541716.2,2077286.37,151517.215,447783.9154,113951.991,1324332.043,1476364.496,561704.8554,2042444.899,train
1/24/25,1068204.49,125942.19,382785.45,95707.36,1194146.68,478492.81,1672639.49,147763.3445,425502.2003,108923.0317,1246781.162,1396120.631,533364.1591,1933612.466,train
1/25/25,1137475.15,140215.21,425551.3,106569.16,1277690.36,532120.46,1809810.82,142778.4869,434717.81,113918.4887,1208184.872,1351858.867,547325.9017,1904469.406,train
1/26/25,2077094.85,188945.22,519034.5,130464.89,2266040.07,649499.39,2915539.46,187022.7208,502382.3931,129480.0809,1830639.878,2010429.357,628759.4653,2636431.176,train
1/27/25,1569311.35,185098.79,427118.05,120600.86,1754410.14,547718.91,2302129.05,196483.866,487103.1383,125534.8868,1749307.332,1944858.973,609215.6135,2545883.14,train
1/28/25,1432599.25,181637.11,406285.5,112605.83,1614236.36,518891.33,2133127.69,165644.4724,438157.629,119518.5577,1334940.567,1502428.325,555826.468,2056048.423,train
1/29/25,1264646.48,155113.98,423980.2,113281.34,1419760.46,537261.54,1957022,161704.718,443359.4046,118633.9462,1355160.172,1517973.934,558327.7053,2071962.023,train
1/30/25,1312521.57,144744.26,401950.95,113782.58,1457265.83,515733.53,1972999.36,154489.0037,423132.3701,113725.0623,1272943.736,1428450.533,532470.2868,1956560.546,train
1/31/25,1111797.1,151872.18,432520.95,119176.78,1263669.28,551697.73,1815367.01,150897.1289,403959.2578,109098.8054,1199668.592,1352149.289,508372.4853,1857025.873,train
2/1/25,1155129.6,145567.59,436909.15,128532.57,1300697.19,565441.72,1866138.91,146033.3567,414663.8578,114520.4986,1163863.551,1310682.482,524567.8393,1833839.27,train
2/2/25,1317537.15,151368.51,491483.35,130032.82,1468905.66,621516.17,2090421.83,157787.5416,461808.5304,128095.6405,1302782.67,1461736.626,585274.5458,2047080.661,train
2/3/25,1139185.31,133102.63,426035.7,117214.71,1272287.94,543250.41,1815538.35,166024.9983,449915.5294,124660.1199,1246525.871,1415771.654,570268.1507,1982215.386,train
2/4/25,1094399.07,146465.82,463802.65,122566.25,1240864.89,586368.9,1827233.79,170204.5156,423994.1686,121511.8238,1290998.491,1461945.965,541736.4584,1996173.668,train
2/5/25,1201366.26,156536.16,460231,114734.64,1357902.42,574965.64,1932868.06,166409.7952,431092.3374,121077.3688,1312429.663,1479023.993,547246.995,2017345.454,train
2/6/25,1039559.8,147205.77,456002,107279.48,1186765.57,563281.48,1750047.05,159225.6307,413396.3523,116519.5669,1234635.778,1393699.441,524846.7574,1910465.369,train
2/7/25,1075831.97,142163.61,459352,129737.34,1217995.58,589089.34,1807084.92,155459.4839,396077.7886,111867.1702,1165344.408,1321063.147,502639.7273,1816714.263,train
2/8/25,1043825.45,149588.77,489522.35,124884.05,1193414.22,614406.4,1807820.62,150385.7171,408009.0635,117522.5598,1132332.752,1282344.709,520236.011,1797457.688,train
2/9/25,1300608.8,161722.76,483848.35,140669.33,1462331.56,624517.68,2086849.24,197208.466,475412.483,134186.8776,1720553.335,1911951.152,602784.3064,2499769.972,train
2/10/25,1465435.6,203712.98,488416.5,147771.87,1669148.58,636188.37,2305336.95,207414.8688,464737.8841,130702.9165,1648910.498,1854497.706,589063.1604,2425184.121,train
2/11/25,1326183.2,175599.94,421353.06,134741.73,1501783.14,556094.79,2057877.93,175051.7607,421437.3689,125026.2475,1262097.875,1436519.987,542029.5924,1967787.508,train
2/12/25,1205560.57,148537.39,425260.95,115280.94,1354097.96,540541.89,1894639.85,171073.9007,429859.2566,124694.8503,1285136.902,1455409.672,549078.758,1992386.095,train
2/13/25,1099835.76,142702.52,382128,101814.63,1242538.28,483942.63,1726480.91,163615.8881,413479.9422,120114.4948,1210922.186,1373429.087,528032.6515,1890307.304,train
2/14/25,887905.53,140922.7,360938.4,90057.31,1028828.23,450995.71,1479823.94,159674.5283,397323.3074,115429.4858,1144801.593,1303713.204,507011.9532,1800789.405,train
2/15/25,966813.85,138478.88,366273.8,99065.68,1105292.73,465339.48,1570632.21,154393.6322,410438.6413,121382.985,1114139.854,1267289.686,526073.8681,1784832.949,train
2/16/25,1093145.45,144116.79,422916,106299.44,1237262.24,529215.44,1766477.68,166674.377,459902.9126,136020.4032,1251060.423,1417316.875,590122.5908,1999589.027,train
2/17/25,1071047.08,135407.69,416387.3,119525.78,1206454.77,535913.08,1742367.85,175220.4975,450696.0008,132619.2786,1200796.725,1376584.323,577987.9352,1943108.757,train
2/18/25,1100118.96,131120.62,373219.55,116705.74,1231239.58,489925.29,1721164.87,179471.1205,427117.9528,129514.4433,1247505.321,1425407.653,551817.6891,1963582.322,train
2/19/25,1199491.1,142866.12,414203.25,117745.26,1342357.22,531948.51,1874305.73,175311.9564,436587.3229,129297.7968,1272100.1,1445977.998,560094.7271,1991099.344,train
2/20/25,1248224.74,151406.65,440853.1,126863.17,1399631.39,567716.27,1967347.66,167591.5692,420774.6418,124669.5039,1200290.795,1366183.868,539605.1893,1891753.672,train
2/21/25,1432271.15,171178.73,434329,120960.29,1603449.88,555289.29,2158739.17,163478.4994,405048.4415,119921.9588,1136244.94,1298334.302,518983.6864,1804552.608,train
2/22/25,1308239.1,160492.68,444280.25,127552.56,1468731.78,571832.81,2040564.59,157998.2435,419077.3781,126226.3933,1107193.631,1263440.348,539301.7078,1790762.596,train
2/23/25,2021212.9,180024.09,523773.1,158855.68,2201236.99,682628.78,2883865.77,207000.6803,490276.3206,144399.8541,1686963.385,1888307.746,627195.5726,2497521.408,train
2/24/25,1570570.45,221009.07,459281,141286.13,1791579.52,600567.13,2392146.65,217513.0692,481023.9628,140916.3737,1620964.122,1835787.96,615010.2292,2429472.61,train
2/25/25,1234415.89,166504.92,396849,127661.03,1400920.81,524510.03,1925430.84,183404.6095,437640.4464,135047.1014,1243809.558,1425140.887,567659.4509,1976182.932,train
2/26/25,1230921.03,179860.93,379298.5,141386.61,1410781.96,520685.11,1931467.07,179070.9623,447682.1853,134935.3271,1269508.958,1446860.717,576639.943,2005502.859,train
2/27/25,1181872.4,169813.49,380589.55,121067.96,1351685.89,501657.51,1853343.4,171105.6156,431705.0163,130211.002,1198849.602,1367995.104,555895.7607,1906769.892,train
2/28/25,1047043.27,162142.64,365706.55,136664.3,1209185.91,502370.85,1711556.76,166829.1396,415712.6469,125349.6284,1135725.285,1300873.529,534894.0041,1819938.191,train
3/1/25,1194423.7,171784.43,467690.2,145444.41,1366208.13,613134.61,1979342.74,161162.3592,430169.5092,132036.4899,1107404.281,1266596.316,555988.0498,1806873.77,train
3/2/25,1360954.55,170659.59,516809.4,160961.98,1531614.14,677771.38,2209385.52,173820.8617,482641.1793,148198.212,1245643.311,1418633.645,624569.6658,2027279.327,train
3/3/25,1147625.39,178077.94,458360.65,147677.16,1325703.33,606037.81,1931741.14,182565.2324,473405.3774,144716.608,1197447.343,1379673.089,612388.762,1972497.674,train
3/4/25,1139793.35,180594.08,449722.75,154146.8,1320387.43,603869.55,1924256.98,186822.6546,448862.7566,141536.9938,1245721.409,1430241.705,585091.1401,1995341.819,train
3/5/25,1217552.69,182785.23,422330.55,133478.51,1400337.92,555809.06,1956146.98,182326.7604,458859.2037,141497.0906,1271772.343,1452292.489,594099.2204,2024934.452,train
3/6/25,1190736.95,161074.23,418860.65,142608.74,1351811.18,561469.39,1913280.57,174139.5855,442108.5029,136610.2481,1201158.796,1373242.55,572393.1884,1925009.102,train
3/7/25,1069286.73,153596.22,421310.75,123015.55,1222882.95,544326.3,1767209.25,169713.1222,425293.2319,131567.324,1137959.507,1305848.832,550358.7549,1836910.341,train
3/8/25,1336724.8,185429.01,478002.2,140533.16,1522153.81,618535.36,2140689.17,163877.7206,439554.4325,138638.2567,1109515.872,1271309.541,571548.5976,1823084.88,train
3/9/25,1530548.15,200814.73,473748.45,166765.53,1731362.88,640513.98,2371876.86,214514.2599,513493.8764,158759.0309,1691159.152,1900558.166,664066.9807,2542315.694,train
3/10/25,1368686.24,216489.18,443043.05,155018.9,1585175.42,598061.95,2183237.37,225211.6558,502899.0752,155069.071,1625305.154,1847840.494,650340.3409,2472211.945,train
3/11/25,1164138.4,193871.24,404923.3,163410.64,1358009.64,568333.94,1926343.58,189732.4897,456563.0357,148727.9017,1247131.713,1434351.426,599324.078,2009823.389,train
3/12/25,1107228.87,182469.88,406198.3,143362.4,1289698.75,549560.7,1839259.45,185092.0933,465884.0072,148705.1659,1272641.876,1455805.66,607665.789,2038058.901,train
3/13/25,1278809.4,190359.97,401072,147246.15,1469169.37,548318.15,2017487.52,176711.162,448004.1352,143578.5525,1201333.224,1375829.034,584541.7646,1935808.972,train
3/14/25,1177828.4,176134.14,404158.5,149530.37,1353962.54,553688.87,1907651.41,172153.1243,431671.004,138360.8464,1139613.785,1310016.529,563257.058,1851636.721,train
3/15/25,1016036.55,157661.5,403446.4,149906.24,1173698.05,553352.64,1727050.69,166171.5372,446828.858,145874.1161,1112490.318,1276937.33,586150.0536,1841942.43,train
3/16/25,1204204.2,190295.61,462878.5,163783.89,1394499.81,626662.39,2021162.2,179082.0915,501364.2432,163857.4747,1252598.317,1431599.256,659056.9512,2070278.139,train
3/17/25,1146922.19,183118.28,419056.85,143668.66,1330040.47,562725.51,1892765.98,187946.0833,491681.2454,160112.3853,1205113.19,1393413.612,646649.8721,2017530.993,train
3/18/25,1010000.1,168004.09,382432.15,134275.43,1178004.19,516707.58,1694711.77,192184.2863,466002.8533,156676.3411,1254509.511,1445445.322,618121.6412,2043787.216,train
3/19/25,1043015.65,162283.13,382439.75,146970.28,1205298.78,529410.03,1734708.81,187421.9888,476092.5652,156693.5567,1281373.63,1468498.979,627818.3227,2076704.314,train
3/20/25,960081.85,159815.73,378866.95,133404.81,1119897.58,512271.76,1632169.34,178878.6653,458352.6945,151321.3496,1210641.939,1389109.846,604948.0406,1976411.497,train
3/21/25,944225.78,155025.64,393574.1,121381.35,1099251.42,514955.45,1614206.87,174211.5532,440504.3797,145754.3098,1147177.226,1321290.27,581634.6717,1887792.092,train
3/22/25,882686.94,149000.33,421840.7,147904.47,1031687.27,569745.17,1601432.44,168109.3858,454786.086,153587.6223,1118586.257,1286538.667,603919.2581,1875170.85,train
3/23/25,1806434.35,248652.11,559317.35,171326.21,2055086.46,730643.56,2785730.02,219912.1249,530657.8707,175855.1427,1704908.437,1923416.49,701468.1109,2616874.658,train
3/24/25,1454333.97,223885.82,521745.75,169391.45,1678219.79,691137.2,2369356.99,230736.196,519047.8427,171723.4993,1638269.091,1869976.396,686696.3417,2546338.673,train
3/25/25,1168335.94,184713.48,445556.85,166110.51,1353049.42,611667.36,1964716.78,194271.7833,470594.8919,164637.9891,1256766.126,1451343.186,632528.5427,2071232.533,train
3/26/25,1166226.16,176662.85,446883.55,153913.82,1342889.01,600797.37,1943686.38,189413.4061,479542.5901,164529.1334,1282045.272,1472749.964,640992.0839,2101346.79,train
3/27/25,1239783.6,192168.63,430232.75,153993.56,1431952.23,584226.31,2016178.54,180739.7599,460497.8594,158756.9457,1209717.875,1391471.083,616249.78,1996775.484,train
3/28/25,986072.43,154562.66,406288.55,160302.3,1140635.09,566590.85,1707225.94,175988.3376,441458.4783,152781.78,1144817.626,1321952.959,591181.4303,1904306.886,train
3/29/25,1081958.4,165445.78,430027.75,159228.07,1247404.18,589255.82,1836660,169792.1457,454656.1698,160842.8669,1114838.986,1285645.87,612487.2892,1888686.192,train
3/30/25,1262115.45,190222.75,481431.9,158250.62,1452338.2,639682.52,2092020.72,182901.8541,507602.1729,180387.6147,1252131.219,1438049.8,685638.326,2116457.241,train
3/31/25,1118351.83,202664.5,445917.95,164497.95,1321016.33,610415.9,1931432.23,191874.6116,495353.1964,175968.8546,1201651.004,1396453.433,669797.1833,2056358.154,train
4/1/25,1177123.1,207792.16,455329,169597.45,1384915.26,624926.45,2009841.71,196125.4404,467222.159,171885.8654,1247765.338,1445241.468,637494.3364,2076915.55,train
4/2/25,1140941.87,212698.13,474347.9,149054.54,1353640,623402.44,1977042.44,191197.4858,475095.7426,171581.8228,1271290.175,1464900.839,644761.142,2104143.834,train
4/3/25,1070735.29,190531.57,438494.95,166118.58,1261266.86,604613.53,1865880.39,182423.045,455307.1302,165372.5821,1198123.489,1382533.162,618710.3036,1996708.682,train
4/4/25,926895.24,165452.78,437894.2,154124.74,1092348.02,592018.94,1684366.96,177611.7614,435650.4399,158960.7776,1132519.761,1312064.36,592479.4305,1901747.735,train
4/5/25,1033013.5,173500.23,440861.4,144721.15,1206513.73,585582.55,1792096.28,171346.2323,447872.6875,167145.4717,1101620.32,1274723.879,612790.4201,1883785.833,train
4/6/25,2018933.75,244398.04,477972.25,164036.43,2263331.79,642008.68,2905340.47,224095.8903,520481.3247,190954.7335,1675072.867,1901630.838,709111.001,2621812.172,train
4/7/25,1679810.4,226677.66,550582.55,182592.39,1906488.06,733174.94,2639663,235080.675,507144.4191,186042.3828,1605891.236,1844915.413,691693.4669,2544509.717,train
4/8/25,1408950.57,198949.43,467394.8,172505.75,1607900,639900.55,2247800.55,197898.1755,458144.2198,177947.3831,1229183.047,1428993.486,634961.0742,2064583.62,train
4/9/25,1368506.2,214988.06,469661.85,165584.48,1583494.26,635246.33,2218740.59,192924.7675,465281.5809,177402.2641,1251221.87,1447256.756,641384.6642,2089624.216,train
4/10/25,1218848.86,219558.47,472355.7,161193.38,1438407.33,633549.08,2071956.41,184073.1635,445408.2312,170758.4506,1178219.171,1364859.405,614762.7964,1981172.215,train
4/11/25,1125292.95,174507.05,425335.6,165452.74,1299800,590788.34,1890588.34,179223.2575,425770.416,163921.3204,1112847.674,1294408.955,588094.4009,1885438.487,train
4/12/25,1095355.61,168924.42,478354.25,175675.1,1264280.03,654029.35,1918309.38,172908.3021,437361.8976,172133.0925,1081731.304,1256802.085,607705.9524,1866300.111,train
